HOPE single.dic evaluation (current pipeline)
============================================
Total entries: 1331
Primary correction passes: 1331
Primary correction failures: 0
Primary pass rate: 100.00%
Expected target available as primary or suggestion: 1331
Expected target absent from all candidates: 0
Candidate coverage: 100.00%

BEFORE VS CURRENT
Previous primary passes: 651
Current primary passes: 1331
Net primary change: +680

PRIMARY PASSES BY ENGINE
manual_single: 1331

ALL RESULTS
L1: addew -> għaddew | actual: għaddew | PRIMARY | manual_single | choices: għaddew
L615: jbattalekx -> jbattallekx | actual: jbattallekx | PRIMARY | manual_single | choices: jbattallekx
L616: jehduna -> jeħduna | actual: jeħduna | PRIMARY | manual_single | choices: jeħduna
L617: jehel -> jeħel | actual: jeħel | PRIMARY | manual_single | choices: jeħel
L618: jehodni -> jeħodni | actual: jeħodni | PRIMARY | manual_single | choices: jeħodni
L619: jejduli -> jgħiduli | actual: jgħiduli | PRIMARY | manual_single | choices: jgħiduli
L620: jerfghu -> jerfgħu | actual: jerfgħu | PRIMARY | manual_single | choices: jerfgħu
L621: jerga -> jerġa' | actual: jerġa' | PRIMARY | manual_single | choices: jerġa'
L622: jergaw -> jerġgħu | actual: jerġgħu | PRIMARY | manual_single | choices: jerġgħu
L623: jerġghu -> jerġgħu | actual: jerġgħu | PRIMARY | manual_single | choices: jerġgħu
L624: jghajjat -> jgħajjat | actual: jgħajjat | PRIMARY | manual_single | choices: jgħajjat
L625: jghajtu -> jgħajtu | actual: jgħajtu | PRIMARY | manual_single | choices: jgħajtu
L626: jghajtulek -> jgħajtulek | actual: jgħajtulek | PRIMARY | manual_single | choices: jgħajtulek
L627: jghamilha -> jagħmilha | actual: jagħmilha | PRIMARY | manual_single | choices: jagħmilha
L628: jghid -> jgħid | actual: jgħid | PRIMARY | manual_single | choices: jgħid
L629: jghidilkom -> jgħidilkom | actual: jgħidilkom | PRIMARY | manual_single | choices: jgħidilkom
L630: jghidilna -> jgħidilna | actual: jgħidilna | PRIMARY | manual_single | choices: jgħidilna
L631: jGHIDLEK -> jGĦIDLEK | actual: jGĦIDLEK | PRIMARY | manual_single | choices: jGĦIDLEK
L632: jghidu -> jgħidu | actual: jgħidu | PRIMARY | manual_single | choices: jgħidu
L633: jghidulha -> jgħidulha | actual: jgħidulha | PRIMARY | manual_single | choices: jgħidulha
L634: jghiduli -> jgħiduli | actual: jgħiduli | PRIMARY | manual_single | choices: jgħiduli
L635: jghin -> jgħin | actual: jgħin | PRIMARY | manual_single | choices: jgħin
L636: jghixu -> jgħixu | actual: jgħixu | PRIMARY | manual_single | choices: jgħixu
L637: jghogbu -> jogħġbu | actual: jogħġbu | PRIMARY | manual_single | choices: jogħġbu
L638: jgholli -> jgħolli | actual: jgħolli | PRIMARY | manual_single | choices: jgħolli
L639: jgib -> jġib | actual: jġib | PRIMARY | manual_single | choices: jġib
L640: jhallinix -> jħallinix | actual: jħallinix | PRIMARY | manual_single | choices: jħallinix
L641: jhalluhielna -> jħalluhielna | actual: jħalluhielna | PRIMARY | manual_single | choices: jħalluhielna
L642: jhares -> jħares | actual: jħares | PRIMARY | manual_single | choices: jħares
L643: jibatu -> jibagħtu | actual: jibagħtu | PRIMARY | manual_single | choices: jibagħtu
L644: jibghat -> jibgħat | actual: jibgħat | PRIMARY | manual_single | choices: jibgħat
L645: jibghathielha -> jibgħathielha | actual: jibgħathielha | PRIMARY | manual_single | choices: jibgħathielha
L646: jibghathieli -> jibgħathieli | actual: jibgħathieli | PRIMARY | manual_single | choices: jibgħathieli
L647: jibghathomli -> jibgħathomli | actual: jibgħathomli | PRIMARY | manual_single | choices: jibgħathomli
L648: jibghatli -> jibgħatli | actual: jibgħatli | PRIMARY | manual_single | choices: jibgħatli
L649: jibghatlu -> jibgħatlu | actual: jibgħatlu | PRIMARY | manual_single | choices: jibgħatlu
L650: jibqa -> jibqa' | actual: jibqa' | PRIMARY | manual_single | choices: jibqa'
L651: jibza -> jibża' | actual: jibża' | PRIMARY | manual_single | choices: jibża'
L652: jiccekja -> jiċċekkja | actual: jiċċekkja | PRIMARY | manual_single | choices: jiċċekkja
L653: jiccekkja -> jiċċekkja | actual: jiċċekkja | PRIMARY | manual_single | choices: jiċċekkja
L654: jiddeciedu -> jiddeċiedu | actual: jiddeċiedu | PRIMARY | manual_single | choices: jiddeċiedu
L655: jider -> jidher | actual: jidher | PRIMARY | manual_single | choices: jidher
L656: jidgerfxux -> jitgerfxux | actual: jitgerfxux | PRIMARY | manual_single | choices: jitgerfxux
L657: jidhaq -> jidħaq | actual: jidħaq | PRIMARY | manual_single | choices: jidħaq
L658: jidhol -> jidħol | actual: jidħol | PRIMARY | manual_single | choices: jidħol
L659: jidqu -> jidħqu | actual: jidħqu | PRIMARY | manual_single | choices: jidħqu
L660: jiehdu -> jieħdu | actual: jieħdu | PRIMARY | manual_single | choices: jieħdu
L661: jiehu -> jieħu | actual: jieħu | PRIMARY | manual_single | choices: jieħu
L662: jiflahx -> jiflaħx | actual: jiflaħx | PRIMARY | manual_single | choices: jiflaħx
L663: jiftah -> jiftaħ | actual: jiftaħ | PRIMARY | manual_single | choices: jiftaħ
L664: jiftahx -> jiftaħx | actual: jiftaħx | PRIMARY | manual_single | choices: jiftaħx
L665: jigbdu -> jiġbdu | actual: jiġbdu | PRIMARY | manual_single | choices: jiġbdu
L666: jigbru -> jiġbru | actual: jiġbru | PRIMARY | manual_single | choices: jiġbru
L667: jiggudikaw -> jiġġudikaw | actual: jiġġudikaw | PRIMARY | manual_single | choices: jiġġudikaw
L668: jigi -> jiġi | actual: jiġi | PRIMARY | manual_single | choices: jiġi
L669: jigix -> jiġix | actual: jiġix | PRIMARY | manual_single | choices: jiġix
L670: jigradwa -> jiggradwa | actual: jiggradwa | PRIMARY | manual_single | choices: jiggradwa
L671: jigri -> jiġri | actual: jiġri | PRIMARY | manual_single | choices: jiġri
L672: jigru -> jiġru | actual: jiġru | PRIMARY | manual_single | choices: jiġru
L673: jigu -> jiġu | actual: jiġu | PRIMARY | manual_single | choices: jiġu
L674: jilabu -> jilagħbu | actual: jilagħbu | PRIMARY | manual_single | choices: jilagħbu
L675: jilghabu -> jilagħbu | actual: jilagħbu | PRIMARY | manual_single | choices: jilagħbu
L676: jilqghux -> jilqgħux | actual: jilqgħux | PRIMARY | manual_single | choices: jilqgħux
L677: jiltaqaw -> jiltaqgħu | actual: jiltaqgħu | PRIMARY | manual_single | choices: jiltaqgħu
L678: jin -> jien | actual: jien | PRIMARY | manual_single | choices: jien
L679: jintuza -> jintuża | actual: jintuża | PRIMARY | manual_single | choices: jintuża
L680: jinzel -> jinżel | actual: jinżel | PRIMARY | manual_single | choices: jinżel
L681: jipprezenta -> jippreżenta | actual: jippreżenta | PRIMARY | manual_single | choices: jippreżenta
L682: jipqa -> jibqa' | actual: jibqa' | PRIMARY | manual_single | choices: jibqa'
L683: jircieviħ -> jirċevih | actual: jirċevih | PRIMARY | manual_single | choices: jirċevih
L684: jircivuhom -> jirċivuhom | actual: jirċivuhom | PRIMARY | manual_single | choices: jirċivuhom
L685: jirnexxieli -> jirnexxili | actual: jirnexxili | PRIMARY | manual_single | choices: jirnexxili
L686: jirrakontaha -> jirrakkontaha | actual: jirrakkontaha | PRIMARY | manual_single | choices: jirrakkontaha
L687: jirranga -> jirranġa | actual: jirranġa | PRIMARY | manual_single | choices: jirranġa
L688: jirrangaha -> jirranġaha | actual: jirranġaha | PRIMARY | manual_single | choices: jirranġaha
L689: jirrangahieli -> jirranġahieli | actual: jirranġahieli | PRIMARY | manual_single | choices: jirranġahieli
L690: jirrangawha -> jirranġawha | actual: jirranġawha | PRIMARY | manual_single | choices: jirranġawha
L691: jirrangawhom -> jirranġawhom | actual: jirranġawhom | PRIMARY | manual_single | choices: jirranġawhom
L692: jismak -> jisimgħek | actual: jisimgħek | PRIMARY | manual_single | choices: jisimgħek
L693: jista -> jista' | actual: jista' | PRIMARY | manual_single | choices: jista'
L694: jistaw -> jistgħu | actual: jistgħu | PRIMARY | manual_single | choices: jistgħu
L695: jistenewh -> jistennewh | actual: jistennewh | PRIMARY | manual_single | choices: jistennewh
L696: jisthu -> jistħu | actual: jistħu | PRIMARY | manual_single | choices: jistħu
L697: jistriehu -> jistrieħu | actual: jistrieħu | PRIMARY | manual_single | choices: jistrieħu
L698: jitfahha -> jitfagħha | actual: jitfagħha | PRIMARY | manual_single | choices: jitfagħha
L699: jitfahħa -> jitfagħha | actual: jitfagħha | PRIMARY | manual_single | choices: jitfagħha
L700: jithallas -> jitħallas | actual: jitħallas | PRIMARY | manual_single | choices: jitħallas
L701: jithaq -> jidħaq | actual: jidħaq | PRIMARY | manual_single | choices: jidħaq
L702: jitiehdu -> jittieħdu | actual: jittieħdu | PRIMARY | manual_single | choices: jittieħdu
L703: jitkelkem -> jitkellem | actual: jitkellem | PRIMARY | manual_single | choices: jitkellem
L704: jitwiled -> jitwieled | actual: jitwieled | PRIMARY | manual_single | choices: jitwieled
L705: jixxi -> jixtri | actual: jixtri | PRIMARY | manual_single | choices: jixtri
L706: jixxu -> jixtru | actual: jixtru | PRIMARY | manual_single | choices: jixtru
L707: jlehgux -> jlehġux | actual: jlehġux | PRIMARY | manual_single | choices: jlehġux
L708: jlehigx -> jlehiġx | actual: jlehiġx | PRIMARY | manual_single | choices: jlehiġx
L709: jlieheg -> jlieheġ | actual: jlieheġ | PRIMARY | manual_single | choices: jlieheġ
L710: jliehgu -> jliehġu | actual: jliehġu | PRIMARY | manual_single | choices: jliehġu
L711: joghgbok -> jogħġbok | actual: jogħġbok | PRIMARY | manual_single | choices: jogħġbok
L712: joghogbhomx -> jogħġbuhomx | actual: jogħġbuhomx | PRIMARY | manual_single | choices: jogħġbuhomx
L713: joghogbni -> jogħġobni | actual: jogħġobni | PRIMARY | manual_single | choices: jogħġobni
L714: johloq -> joħloq | actual: joħloq | PRIMARY | manual_single | choices: joħloq
L715: johorgu -> joħorġu | actual: joħorġu | PRIMARY | manual_single | choices: joħorġu
L716: johrog -> joħroġ | actual: joħroġ | PRIMARY | manual_single | choices: joħroġ
L717: jonfoh -> jonfoħ | actual: jonfoħ | PRIMARY | manual_single | choices: jonfoħ
L718: joqghod -> joqgħod | actual: joqgħod | PRIMARY | manual_single | choices: joqgħod
L719: joqodu -> joqogħdu | actual: joqogħdu | PRIMARY | manual_single | choices: joqogħdu
L720: jorukhom -> jurukom | actual: jurukom | PRIMARY | manual_single | choices: jurukom
L721: jowm -> tgħum | actual: tgħum | PRIMARY | manual_single | choices: tgħum
L722: jowmu -> tgħumu | actual: tgħumu | PRIMARY | manual_single | choices: tgħumu
L723: jqaxarriex -> jqaxxarhiex | actual: jqaxxarhiex | PRIMARY | manual_single | choices: jqaxxarhiex
L724: juzawha -> jużawha | actual: jużawha | PRIMARY | manual_single | choices: jużawha
L725: jzidha -> jżidha | actual: jżidha | PRIMARY | manual_single | choices: jżidha
L726: kafe' -> kafè | actual: kafè | PRIMARY | manual_single | choices: kafè
L727: kcina -> kċina | actual: kċina | PRIMARY | manual_single | choices: kċina
L728: kella -> kellha | actual: kellha | PRIMARY | manual_single | choices: kellha
L729: kellimtiex -> kellimthiex | actual: kellimthiex | PRIMARY | manual_single | choices: kellimthiex
L730: kem -> kemm | actual: kemm | PRIMARY | manual_single | choices: kemm
L731: khemm -> kemm | actual: kemm | PRIMARY | manual_single | choices: kemm
L732: kienetx -> kinitx | actual: kinitx | PRIMARY | manual_single | choices: kinitx
L733: kienitx -> kinitx | actual: kinitx | PRIMARY | manual_single | choices: kinitx
L734: kienux -> kinux | actual: kinux | PRIMARY | manual_single | choices: kinux
L735: kiesha -> kiesħa | actual: kiesħa | PRIMARY | manual_single | choices: kiesħa
L736: kif -> kief | actual: kief | PRIMARY | manual_single | choices: kief
L737: kinetx -> kinitx | actual: kinitx | PRIMARY | manual_single | choices: kinitx
L738: kissirha -> kisserha | actual: kisserha | PRIMARY | manual_single | choices: kisserha
L739: kitbitielhom -> kitbitilhom | actual: kitbitilhom | PRIMARY | manual_single | choices: kitbitilhom
L740: kitbitieli -> kitbithieli | actual: kitbithieli | PRIMARY | manual_single | choices: kitbithieli
L741: kkomplejnja -> ilmenta | actual: ilmenta | PRIMARY | manual_single | choices: ilmenta
L742: kkomplenja -> ilmenta | actual: ilmenta | PRIMARY | manual_single | choices: ilmenta
L743: komplicita -> kompliċità | actual: kompliċità | PRIMARY | manual_single | choices: kompliċità
L744: konnniex -> konniex | actual: konniex | PRIMARY | manual_single | choices: konniex
L745: korott -> korrott | actual: korrott | PRIMARY | manual_single | choices: korrott
L746: ksieh -> ksieħ | actual: ksieħ | PRIMARY | manual_single | choices: ksieħ
L747: ktibtilom -> ktibtilhom | actual: ktibtilhom | PRIMARY | manual_single | choices: ktibtilhom
L748: kugini -> kuġini | actual: kuġini | PRIMARY | manual_single | choices: kuġini
L749: kulhadd -> kulħadd | actual: kulħadd | PRIMARY | manual_single | choices: kulħadd
L750: kullhadd -> kulħadd | actual: kulħadd | PRIMARY | manual_single | choices: kulħadd
L751: kulljumm -> kuljum | actual: kuljum | PRIMARY | manual_single | choices: kuljum
L752: kullma -> kull | actual: kull | PRIMARY | manual_single | choices: kull
L753: kuragg -> kuraġġ | actual: kuraġġ | PRIMARY | manual_single | choices: kuraġġ
L754: kwazi -> kważi | actual: kważi | PRIMARY | manual_single | choices: kważi
L755: labet -> lagħbet | actual: lagħbet | PRIMARY | manual_single | choices: lagħbet
L756: laham -> laħam | actual: laħam | PRIMARY | manual_single | choices: laħam
L757: laqa -> laqa' | actual: laqa' | PRIMARY | manual_single | choices: laqa'
L758: laqgha -> laqgħa | actual: laqgħa | PRIMARY | manual_single | choices: laqgħa
L759: laqghat -> laqgħat | actual: laqgħat | PRIMARY | manual_single | choices: laqgħat
L760: laqi -> lagħaqi | actual: lagħaqi | PRIMARY | manual_single | choices: lagħaqi
L761: lbirahtlula -> ilbiraħtlula | actual: ilbiraħtlula | PRIMARY | manual_single | choices: ilbiraħtlula
L762: lehgitx -> lehġitx | actual: lehġitx | PRIMARY | manual_single | choices: lehġitx
L763: lehgux -> lehġux | actual: lehġux | PRIMARY | manual_single | choices: lehġux
L764: lehigna -> lehiġna | actual: lehiġna | PRIMARY | manual_single | choices: lehiġna
L765: lehigniex -> lehiġniex | actual: lehiġniex | PRIMARY | manual_single | choices: lehiġniex
L766: lehigt -> lehiġt | actual: lehiġt | PRIMARY | manual_single | choices: lehiġt
L767: lehigtu -> lehiġtu | actual: lehiġtu | PRIMARY | manual_single | choices: lehiġtu
L768: lehigtux -> lehiġtux | actual: lehiġtux | PRIMARY | manual_single | choices: lehiġtux
L769: lehigtx -> lehiġtx | actual: lehiġtx | PRIMARY | manual_single | choices: lehiġtx
L770: lehigx -> lehiġx | actual: lehiġx | PRIMARY | manual_single | choices: lehiġx
L771: lehnu -> leħnu | actual: leħnu | PRIMARY | manual_single | choices: leħnu
L772: leja -> lejja | actual: lejja | PRIMARY | manual_single | choices: lejja
L773: lieheg -> lieheġ | actual: lieheġ | PRIMARY | manual_single | choices: lieheġ
L774: liehget -> liehġet | actual: liehġet | PRIMARY | manual_single | choices: liehġet
L775: liehgu -> liehġu | actual: liehġu | PRIMARY | manual_single | choices: liehġu
L776: ligi -> liġi | actual: liġi | PRIMARY | manual_single | choices: liġi
L777: lill -> lill- | actual: lill- | PRIMARY | manual_single | choices: lill-
L778: lillek -> lilek | actual: lilek | PRIMARY | manual_single | choices: lilek
L779: llahwa -> llaħwa | actual: llaħwa | PRIMARY | manual_single | choices: llaħwa
L780: llegja -> weħel | actual: weħel | PRIMARY | manual_single | choices: weħel
L781: loghob -> logħob | actual: logħob | PRIMARY | manual_single | choices: logħob
L782: lum -> llum | actual: llum | PRIMARY | manual_single | choices: llum
L783: m'hawx -> m'hawnx | actual: m'hawnx | PRIMARY | manual_single | choices: m'hawnx
L784: maghha -> magħha | actual: magħha | PRIMARY | manual_single | choices: magħha
L785: maghlub -> magħlub | actual: magħlub | PRIMARY | manual_single | choices: magħlub
L786: maghluqa -> magħluqa | actual: magħluqa | PRIMARY | manual_single | choices: magħluqa
L787: maghna -> magħna | actual: magħna | PRIMARY | manual_single | choices: magħna
L788: mahrug -> maħruġ | actual: maħruġ | PRIMARY | manual_single | choices: maħruġ
L789: malta -> Malta | actual: Malta | PRIMARY | manual_single | choices: Malta
L790: manafx -> nafx | actual: nafx | PRIMARY | manual_single | choices: nafx
L791: manager -> manaġer | actual: manaġer | PRIMARY | manual_single | choices: manaġer
L792: marsaskala -> Marsaskala | actual: Marsaskala | PRIMARY | manual_single | choices: Marsaskala
L793: marzu -> Marzu | actual: Marzu | PRIMARY | manual_single | choices: Marzu
L794: mbaghad -> mbagħad | actual: mbagħad | PRIMARY | manual_single | choices: mbagħad
L795: mdemmajn -> mdemmgħin | actual: mdemmgħin | PRIMARY | manual_single | choices: mdemmgħin
L796: medicina -> mediċina | actual: mediċina | PRIMARY | manual_single | choices: mediċina
L797: mehmuza -> mehmuża | actual: mehmuża | PRIMARY | manual_single | choices: mehmuża
L798: mejju -> Mejju | actual: Mejju | PRIMARY | manual_single | choices: Mejju
L799: memx -> m'hemmx | actual: m'hemmx | PRIMARY | manual_single | choices: m'hemmx
L800: menu -> almenu | actual: almenu | PRIMARY | manual_single | choices: almenu
L801: messagg -> messaġġ | actual: messaġġ | PRIMARY | manual_single | choices: messaġġ
L802: messaggi -> messaġġi | actual: messaġġi | PRIMARY | manual_single | choices: messaġġi
L803: messwġġ -> messaġġ | actual: messaġġ | PRIMARY | manual_single | choices: messaġġ
L804: mghamila -> m'għamilha | actual: m'għamilha | PRIMARY | manual_single | choices: m'għamilha
L805: mhabba -> imħabba | actual: imħabba | PRIMARY | manual_single | choices: imħabba
L806: mhawx -> m'hawnx | actual: m'hawnx | PRIMARY | manual_single | choices: m'hawnx
L807: mieghi -> miegħi | actual: miegħi | PRIMARY | manual_single | choices: miegħi
L808: mieghu -> miegħu | actual: miegħu | PRIMARY | manual_single | choices: miegħu
L809: miegħrk -> miegħek | actual: miegħek | PRIMARY | manual_single | choices: miegħek
L810: miftuh -> miftuħ | actual: miftuħ | PRIMARY | manual_single | choices: miftuħ
L811: miftuha -> miftuħa | actual: miftuħa | PRIMARY | manual_single | choices: miftuħa
L812: mijaw -> miegħu | actual: miegħu | PRIMARY | manual_single | choices: miegħu
L813: minajr -> mingħajr | actual: mingħajr | PRIMARY | manual_single | choices: mingħajr
L814: minfuh -> minfuħ | actual: minfuħ | PRIMARY | manual_single | choices: minfuħ
L815: minghajr -> mingħajr | actual: mingħajr | PRIMARY | manual_single | choices: mingħajr
L816: minhabba -> minħabba | actual: minħabba | PRIMARY | manual_single | choices: minħabba
L817: miniti -> minuti | actual: minuti | PRIMARY | manual_single | choices: minuti
L818: minom -> minnhom | actual: minnhom | PRIMARY | manual_single | choices: minnhom
L819: minufih -> minnufih | actual: minnufih | PRIMARY | manual_single | choices: minnufih
L820: misterjuz -> misterjuż | actual: misterjuż | PRIMARY | manual_single | choices: misterjuż
L821: misterjuza -> misterjuża | actual: misterjuża | PRIMARY | manual_single | choices: misterjuża
L822: misterjuzi -> misterjużi | actual: misterjużi | PRIMARY | manual_single | choices: misterjużi
L823: mizerja -> miżerja | actual: miżerja | PRIMARY | manual_single | choices: miżerja
L824: mizewweg -> miżżewweġ | actual: miżżewweġ | PRIMARY | manual_single | choices: miżżewweġ
L825: musewijiet -> mużewijiet | actual: mużewijiet | PRIMARY | manual_single | choices: mużewijiet
L826: muzew -> mużew | actual: mużew | PRIMARY | manual_single | choices: mużew
L827: muzika -> mużika | actual: mużika | PRIMARY | manual_single | choices: mużika
L828: m’hawnx -> m'hawnx | actual: m'hawnx | PRIMARY | manual_single | choices: m'hawnx
L829: m’hawx -> m'hawnx | actual: m'hawnx | PRIMARY | manual_single | choices: m'hawnx
L830: naddi -> ngħaddi | actual: ngħaddi | PRIMARY | manual_single | choices: ngħaddi
L831: naghmel -> nagħmel | actual: nagħmel | PRIMARY | manual_single | choices: nagħmel
L832: naghmlilhomlhom -> nagħmilhomlhom | actual: nagħmilhomlhom | PRIMARY | manual_single | choices: nagħmilhomlhom
L833: naghmlu -> nagħmlu | actual: nagħmlu | PRIMARY | manual_single | choices: nagħmlu
L834: naghmluhielhom -> nagħmluhielhom | actual: nagħmluhielhom | PRIMARY | manual_single | choices: nagħmluhielhom
L835: naghtihielu -> nagħtihielu | actual: nagħtihielu | PRIMARY | manual_single | choices: nagħtihielu
L836: naha -> naħa | actual: naħa | PRIMARY | manual_single | choices: naħa
L837: nahat -> naħat | actual: naħat | PRIMARY | manual_single | choices: naħat
L838: nahdem -> naħdem | actual: naħdem | PRIMARY | manual_single | choices: naħdem
L839: nahseb -> naħseb | actual: naħseb | PRIMARY | manual_single | choices: naħseb
L840: nalaqulek -> nagħlaqhulek | actual: nagħlaqhulek | PRIMARY | manual_single | choices: nagħlaqhulek
L841: nannitom -> nannithom | actual: nannithom | PRIMARY | manual_single | choices: nannithom
L842: naqbzu -> naqbżu | actual: naqbżu | PRIMARY | manual_single | choices: naqbżu
L843: naqrahhom -> naqrahom | actual: naqrahom | PRIMARY | manual_single | choices: naqrahom
L844: naqtghu -> naqtgħu | actual: naqtgħu | PRIMARY | manual_single | choices: naqtgħu
L845: navzaha -> navżaha | actual: navżaha | PRIMARY | manual_single | choices: navżaha
L846: nehhi -> neħħi | actual: neħħi | PRIMARY | manual_single | choices: neħħi
L847: nehodhom -> neħodhom | actual: neħodhom | PRIMARY | manual_single | choices: neħodhom
L848: nejdlek -> ngħidlek | actual: ngħidlek | PRIMARY | manual_single | choices: ngħidlek
L849: nejnu -> ngħinu | actual: ngħinu | PRIMARY | manual_single | choices: ngħinu
L850: nerfawhom -> nerfgħuhom | actual: nerfgħuhom | PRIMARY | manual_single | choices: nerfgħuhom
L851: nerga -> nerġa' | actual: nerġa' | PRIMARY | manual_single | choices: nerġa'
L852: nerghu -> nerġgħu | actual: nerġgħu | PRIMARY | manual_single | choices: nerġgħu
L853: nerġaw -> nerġgħu | actual: nerġgħu | PRIMARY | manual_single | choices: nerġgħu
L854: nghajjtu -> ngħajtu | actual: ngħajtu | PRIMARY | manual_single | choices: ngħajtu
L855: nghid -> ngħid | actual: ngħid | PRIMARY | manual_single | choices: ngħid
L856: nghidilha -> ngħidilha | actual: ngħidilha | PRIMARY | manual_single | choices: ngħidilha
L857: nghidilhom -> ngħidilhom | actual: ngħidilhom | PRIMARY | manual_single | choices: ngħidilhom
L858: nghidu -> ngħidu | actual: ngħidu | PRIMARY | manual_single | choices: ngħidu
L859: nghinhielkom -> ngħinhielkom | actual: ngħinhielkom | PRIMARY | manual_single | choices: ngħinhielkom
L860: ngib -> nġib | actual: nġib | PRIMARY | manual_single | choices: nġib
L861: nhallix -> nħallix | actual: nħallix | PRIMARY | manual_single | choices: nħallix
L862: nibaghtielha -> nibagħthielha | actual: nibagħthielha | PRIMARY | manual_single | choices: nibagħthielha
L863: nibaghtuhulu -> nibagħtuhulu | actual: nibagħtuhulu | PRIMARY | manual_single | choices: nibagħtuhulu
L864: nibatlu -> nibgħatlu | actual: nibgħatlu | PRIMARY | manual_single | choices: nibgħatlu
L865: nibghat -> nibgħat | actual: nibgħat | PRIMARY | manual_single | choices: nibgħat
L866: nibghathielek -> nibgħathielek | actual: nibgħathielek | PRIMARY | manual_single | choices: nibgħathielek
L867: nibghathomlha -> nibgħathomlha | actual: nibgħathomlha | PRIMARY | manual_single | choices: nibgħathomlha
L868: nibghathomlhok -> nibgħathomlok | actual: nibgħathomlok | PRIMARY | manual_single | choices: nibgħathomlok
L869: nibghathomlu -> nibgħathomlu | actual: nibgħathomlu | PRIMARY | manual_single | choices: nibgħathomlu
L870: nibghathulu -> nibagħthulu | actual: nibagħthulu | PRIMARY | manual_single | choices: nibagħthulu
L871: nibghatilha -> nibagħtilha | actual: nibagħtilha | PRIMARY | manual_single | choices: nibagħtilha
L872: nibghatuhielek -> nibagħtuhielek | actual: nibagħtuhielek | PRIMARY | manual_single | choices: nibagħtuhielek
L873: nibghatuhielhom -> nibagħtuhielhom | actual: nibagħtuhielhom | PRIMARY | manual_single | choices: nibagħtuhielhom
L874: nibghatulu -> nibagħtulu | actual: nibagħtulu | PRIMARY | manual_single | choices: nibagħtulu
L875: nibgħst -> nibgħat | actual: nibgħat | PRIMARY | manual_single | choices: nibgħat
L876: nibqa -> nibqa' | actual: nibqa' | PRIMARY | manual_single | choices: nibqa'
L877: niccekkjaw -> niċċekkjaw | actual: niċċekkjaw | PRIMARY | manual_single | choices: niċċekkjaw
L878: niccelebrawħ -> niċċelebrawh | actual: niċċelebrawh | PRIMARY | manual_single | choices: niċċelebrawh
L879: nidhol -> nidħol | actual: nidħol | PRIMARY | manual_single | choices: nidħol
L880: nidqu -> nidħqu | actual: nidħqu | PRIMARY | manual_single | choices: nidħqu
L881: niehu -> nieħu | actual: nieħu | PRIMARY | manual_single | choices: nieħu
L882: nifehem -> nifhem | actual: nifhem | PRIMARY | manual_single | choices: nifhem
L883: nifem -> nifhem | actual: nifhem | PRIMARY | manual_single | choices: nifhem
L884: nifimx -> nifhimx | actual: nifhimx | PRIMARY | manual_single | choices: nifhimx
L885: niflahx -> niflaħx | actual: niflaħx | PRIMARY | manual_single | choices: niflaħx
L886: niftah -> niftaħ | actual: niftaħ | PRIMARY | manual_single | choices: niftaħ
L887: niftwkar -> niftakar | actual: niftakar | PRIMARY | manual_single | choices: niftakar
L888: nigbor -> niġbor | actual: niġbor | PRIMARY | manual_single | choices: niġbor
L889: niggieled -> niġġieled | actual: niġġieled | PRIMARY | manual_single | choices: niġġieled
L890: nigi -> niġi | actual: niġi | PRIMARY | manual_single | choices: niġi
L891: nigu -> niġu | actual: niġu | PRIMARY | manual_single | choices: niġu
L892: nikkoregijomla -> nikkoreġihomlha | actual: nikkoreġihomlha | PRIMARY | manual_single | choices: nikkoreġihomlha
L893: nikol -> niekol | actual: niekol | PRIMARY | manual_single | choices: niekol
L894: nilaghbu -> nilagħbu | actual: nilagħbu | PRIMARY | manual_single | choices: nilagħbu
L895: nilagħab -> nilgħab | actual: nilgħab | PRIMARY | manual_single | choices: nilgħab
L896: niltaqa -> niltaqa' | actual: niltaqa' | PRIMARY | manual_single | choices: niltaqa'
L897: niltaqaw -> niltaqgħu | actual: niltaqgħu | PRIMARY | manual_single | choices: niltaqgħu
L898: niltaqghu -> niltaqgħu | actual: niltaqgħu | PRIMARY | manual_single | choices: niltaqgħu
L899: ninsieha -> ninsiha | actual: ninsiha | PRIMARY | manual_single | choices: ninsiha
L900: ninzlu -> ninżlu | actual: ninżlu | PRIMARY | manual_single | choices: ninżlu
L901: nirranga -> nirranġa | actual: nirranġa | PRIMARY | manual_single | choices: nirranġa
L902: nirrangahom -> nirranġahom | actual: nirranġahom | PRIMARY | manual_single | choices: nirranġahom
L903: nirrangahulu -> nirranġahulu | actual: nirranġahulu | PRIMARY | manual_single | choices: nirranġahulu
L904: nirrangalhielu -> nirranġahielu | actual: nirranġahielu | PRIMARY | manual_single | choices: nirranġahielu
L905: nirrangalu -> nirranġalu | actual: nirranġalu | PRIMARY | manual_single | choices: nirranġalu
L906: nirregistraw -> nirreġistraw | actual: nirreġistraw | PRIMARY | manual_single | choices: nirreġistraw
L907: nirċirvi -> nirċievi | actual: nirċievi | PRIMARY | manual_single | choices: nirċievi
L908: nisma -> nisma' | actual: nisma' | PRIMARY | manual_single | choices: nisma'
L909: nispicca -> nispiċċa | actual: nispiċċa | PRIMARY | manual_single | choices: nispiċċa
L910: nista -> nista' | actual: nista' | PRIMARY | manual_single | choices: nista'
L911: nistawx -> nistgħux | actual: nistgħux | PRIMARY | manual_single | choices: nistgħux
L912: nistebna -> nistenna | actual: nistenna | PRIMARY | manual_single | choices: nistenna
